F1,Recall,Precision,Accuracy,AUC-ROC
0.9043301136510902,0.9032258064516129,0.90656111126505,0.9032258064516129,0.9740220674391479
0.916564442175904,0.9170506912442397,0.9172973046217219,0.9170506912442397,0.9846074702850102
0.940414951989026,0.9398148148148148,0.9418505241494317,0.9398148148148148,0.9885555413719715
0.8831038778213072,0.8842592592592593,0.884864952090038,0.8842592592592593,0.9744299033575791
0.8936960401390722,0.8935185185185185,0.8940843621399176,0.8935185185185185,0.980102982808439
0.8943337984258303,0.8940092165898618,0.8948665884149755,0.8940092165898618,0.972715570680566
0.8971160967823927,0.8986175115207373,0.9003892212404346,0.8986175115207373,0.9759786742746687
0.9167487990794361,0.9166666666666666,0.9182709377610693,0.9166666666666666,0.9861063289649558
0.8983149289473705,0.8981481481481481,0.899138207123776,0.8981481481481481,0.9792951541941385
0.9029627177907342,0.9027777777777778,0.9035297868978284,0.9027777777777778,0.979811491199493
0.9168406223731508,0.9170506912442397,0.916852823042954,0.9170506912442397,0.9862788608278796
0.8986076366030282,0.8986175115207373,0.8989967150447536,0.8986175115207373,0.9759930290158719
0.8806715179007896,0.8796296296296297,0.8848375100969432,0.8796296296296297,0.9781862866966705
0.8979192611041926,0.8981481481481481,0.8979153306131517,0.8981481481481481,0.9783569993939406
0.9119254969254968,0.9120370370370371,0.912989879414298,0.9120370370370371,0.9821166577047907
