F1,Recall,Precision,Accuracy,AUC-ROC
0.9226806583314554,0.9224058769513315,0.9232839793462699,0.9224058769513315,0.9944213881092488
0.9393312147074869,0.9393939393939394,0.9396691060812575,0.9393939393939394,0.9963674738273289
0.9236525919386028,0.9233241505968779,0.9243500124358994,0.9233241505968779,0.9942606731273245
0.9305298590584701,0.9306384933394579,0.9309731888332865,0.9306384933394579,0.9961734969265417
0.9265339714642065,0.9265043638033992,0.926819048036633,0.9265043638033992,0.9952639145909352
0.9378858849491003,0.9380165289256198,0.9384881202924231,0.9380165289256198,0.9968059548806575
0.9293547165217647,0.9292929292929293,0.9296876917628012,0.9292929292929293,0.9954766642618107
0.9231790902790277,0.9228650137741047,0.923810488639994,0.9228650137741047,0.9939097776557907
0.9245878940040502,0.9246669728984842,0.9246229225924241,0.9246669728984842,0.9955428879510544
0.9222253720758986,0.9219108865411116,0.9230382368780092,0.9219108865411116,0.9946269205122757
0.9179002313877742,0.9178145087235996,0.918162453689411,0.9178145087235996,0.994645538618614
0.9280459433975898,0.9279155188246098,0.9282175989592556,0.9279155188246098,0.9949370603290303
0.9345181907587442,0.9343434343434344,0.9349262744526415,0.9343434343434344,0.9966490946890587
0.925568358840572,0.9255856683509417,0.9260941762005125,0.9255856683509417,0.99472370471649
0.9279038658729932,0.9278824069820855,0.9282961567822694,0.9278824069820855,0.9952165119321157
